i,j,駅i,駅j,distance,cost
11,83,豊橋,飯山,545.9,8750
11,84,豊橋,上越妙高,575.5,8960
11,85,豊橋,糸魚川,612.5,9610
11,86,豊橋,黒部宇奈月温泉,651.7,9830
11,87,豊橋,富山,685.5,10150
11,88,豊橋,新高岡,704.4,10150
11,89,豊橋,金沢,744.1,10480
11,90,豊橋,米沢,606.5,9610
11,91,豊橋,高畠,616.3,9610
11,92,豊橋,赤湯,622.5,9610
11,93,豊橋,かみのやま温泉,641.4,9830
11,94,豊橋,山形,653.5,9830
11,95,豊橋,天童,666.8,9830
11,96,豊橋,さくらんぼ東根,674.5,9830
11,97,豊橋,村山,679.9,9830
11,98,豊橋,大石田,693.3,10150
11,99,豊橋,新庄,715,10150
11,100,豊橋,雫石,844.9,11340
11,101,豊橋,田沢湖,869,11340
11,102,豊橋,角館,887.7,11660
11,103,豊橋,大曲,904.5,11660
11,104,豊橋,秋田,956.2,11990
12,1,三河安城,東京,336.3,5620
12,2,三河安城,品川,329.5,5620
12,3,三河安城,新横浜,307.5,5400
12,4,三河安城,小田原,252.4,4430
12,5,三河安城,熱海,231.7,4000
12,6,三河安城,三島,215.6,3670
12,7,三河安城,新富士,190.1,3350
12,8,三河安城,静岡,156.1,2590
12,9,三河安城,掛川,107,1940
12,10,三河安城,浜松,79.2,1320
12,11,三河安城,豊橋,42.7,760
12,12,三河安城,三河安城,0,#N/A
12,13,三河安城,名古屋,29.7,500
12,14,三河安城,岐阜羽島,60,970
12,15,三河安城,米原,109.6,1940
12,16,三河安城,京都,177.3,3020
12,17,三河安城,新大阪,216.3,3670
12,18,三河安城,新神戸,253.2,4430
12,19,三河安城,西明石,276,4750
12,20,三河安城,姫路,308,5400
12,21,三河安城,相生,328.7,5620
12,22,三河安城,岡山,396.6,6480
12,23,三河安城,新倉敷,421.8,7020
12,24,三河安城,福山,454.9,7340
12,25,三河安城,新尾道,475,7560
12,26,三河安城,三原,486.5,7880
12,27,三河安城,東広島,526.1,8420
12,28,三河安城,広島,557.9,8750
12,29,三河安城,新岩国,599.3,9290
12,30,三河安城,徳山,646.4,9830
12,31,三河安城,新山口,690.7,10150
12,32,三河安城,厚狭,725.8,10480
12,33,三河安城,新下関,752.4,10480
12,34,三河安城,小倉,771.4,10800
12,35,三河安城,博多,838.6,11120
12,36,三河安城,新鳥栖,867.2,11340
12,37,三河安城,久留米,874.3,11340
12,38,三河安城,筑後船小屋,890.1,11660
12,39,三河安城,新大牟田,907.9,11660
12,40,三河安城,新玉名,929,11990
12,41,三河安城,熊本,957,11990
12,42,三河安城,新八代,989.9,12310
12,43,三河安城,新水俣,1032.7,12640
12,44,三河安城,出水,1048.7,12960
12,45,三河安城,川内,1081.4,13180
12,46,三河安城,鹿児島中央,1127.5,13500
12,47,三河安城,上野,339.9,5620
12,48,三河安城,大宮,366.6,6260
12,49,三河安城,小山,416.9,6800
12,50,三河安城,宇都宮,445.8,7340
12,51,三河安城,那須塩原,494.1,7880
12,52,三河安城,新白河,521.7,8420
12,53,三河安城,郡山,563,8960
12,54,三河安城,福島,609.1,9610
12,55,三河安城,白石蔵王,643.1,9830
12,56,三河安城,仙台,688.1,10150
12,57,三河安城,古川,731.3,10480
12,58,三河安城,くりこま高原,752.5,10480
12,59,三河安城,一ノ関,781.4,10800
12,60,三河安城,水沢江刺,806.4,11120
12,61,三河安城,北上,823.8,11120
12,62,三河安城,新花巻,836.3,11120
12,63,三河安城,盛岡,871.6,11340
12,64,三河安城,いわて沼宮内,902.7,11660
12,65,三河安城,二戸,937.3,11990
12,66,三河安城,八戸,968.2,12310
12,67,三河安城,七戸十和田,1004.3,12640
12,68,三河安城,新青森,1050,12960
12,69,三河安城,熊谷,401,6800
12,70,三河安城,本庄早稲田,422.3,7020
12,71,三河安城,高崎,441.3,7340
12,72,三河安城,上毛高原,487.9,7880
12,73,三河安城,越後湯沢,535.5,8420
12,74,三河安城,浦佐,565.2,8960
12,75,三河安城,長岡,606.9,9610
12,76,三河安城,燕三条,630.1,9610
12,77,三河安城,新潟,670.2,9830
12,78,三河安城,安中榛名,459.8,7340
12,79,三河安城,軽井沢,483.1,7880
12,80,三河安城,佐久平,500.7,8210
12,81,三河安城,上田,525.5,8420
12,82,三河安城,長野,558.7,8750
12,83,三河安城,飯山,588.6,9290
12,84,三河安城,上越妙高,618.2,9610
12,85,三河安城,糸魚川,655.2,9830
12,86,三河安城,黒部宇奈月温泉,694.4,10150
12,87,三河安城,富山,728.2,10480
12,88,三河安城,新高岡,747.1,10480
12,89,三河安城,金沢,786.8,10800
12,90,三河安城,米沢,649.2,9830
12,91,三河安城,高畠,659,9830
12,92,三河安城,赤湯,665.2,9830
12,93,三河安城,かみのやま温泉,684.1,10150
12,94,三河安城,山形,696.2,10150
12,95,三河安城,天童,709.5,10150
12,96,三河安城,さくらんぼ東根,717.2,10150
12,97,三河安城,村山,722.6,10480
12,98,三河安城,大石田,736,10480
12,99,三河安城,新庄,757.7,10480
12,100,三河安城,雫石,887.6,11660
12,101,三河安城,田沢湖,911.7,11660
12,102,三河安城,角館,930.4,11990
12,103,三河安城,大曲,947.2,11990
12,104,三河安城,秋田,998.9,12310
13,1,名古屋,東京,366,6260
13,2,名古屋,品川,359.2,5940
13,3,名古屋,新横浜,337.2,5620
13,4,名古屋,小田原,282.1,5080
13,5,名古屋,熱海,261.4,4750
13,6,名古屋,三島,245.3,4430
13,7,名古屋,新富士,219.8,3670
13,8,名古屋,静岡,185.8,3350
13,9,名古屋,掛川,136.7,2270
13,10,名古屋,浜松,108.9,1940
13,11,名古屋,豊橋,72.4,1320
13,12,名古屋,三河安城,29.7,500
13,13,名古屋,名古屋,0,#N/A
13,14,名古屋,岐阜羽島,30.3,580
13,15,名古屋,米原,79.9,1320
13,16,名古屋,京都,147.6,2590
13,17,名古屋,新大阪,186.6,3350
13,18,名古屋,新神戸,223.5,4000
13,19,名古屋,西明石,246.3,4430
13,20,名古屋,姫路,278.3,4750
13,21,名古屋,相生,299,5080
13,22,名古屋,岡山,366.9,6260
13,23,名古屋,新倉敷,392.1,6480
13,24,名古屋,福山,425.2,7020
13,25,名古屋,新尾道,445.3,7340
13,26,名古屋,三原,456.8,7340
13,27,名古屋,東広島,496.4,7880
13,28,名古屋,広島,528.2,8420
13,29,名古屋,新岩国,569.6,8960
13,30,名古屋,徳山,616.7,9610
13,31,名古屋,新山口,661,9830
13,32,名古屋,厚狭,696.1,10150
13,33,名古屋,新下関,722.7,10480
13,34,名古屋,小倉,741.7,10480
13,35,名古屋,博多,808.9,11120
13,36,名古屋,新鳥栖,837.5,11120
